iter	Passed	Remaining
1288	2903	2728
1289	2906	2726
1290	2909	2724
1291	2911	2722
1292	2913	2719
1293	2915	2717
1294	2917	2714
1295	2920	2713
1296	2923	2711
1297	2926	2709
1298	2928	2707
1299	2930	2705
1300	2933	2703
1301	2935	2701
1302	2938	2699
1303	2942	2699
1304	2947	2698
1305	2949	2696
1306	2951	2694
1307	2954	2692
1308	2957	2690
1309	2959	2688
1310	2962	2686
1311	2964	2684
1312	2966	2682
1313	2969	2680
1314	2972	2678
1315	2974	2676
1316	2977	2674
1317	2980	2672
1318	2982	2670
1319	2984	2668
1320	2986	2665
1321	2989	2663
1322	2991	2661
1323	2994	2659
1324	2996	2657
1325	2999	2655
1326	3001	2653
1327	3003	2650
1328	3006	2648
1329	3009	2647
1330	3012	2645
1331	3015	2643
1332	3017	2641
1333	3019	2639
1334	3021	2637
1335	3024	2635
1336	3027	2633
1337	3030	2631
1338	3032	2629
1339	3034	2627
1340	3037	2624
1341	3039	2622
1342	3042	2620
1343	3044	2618
1344	3047	2616
1345	3049	2614
1346	3051	2612
1347	3054	2609
1348	3056	2608
1349	3059	2606
1350	3061	2604
1351	3063	2601
1352	3065	2599
1353	3068	2596
1354	3070	2594
1355	3073	2592
1356	3075	2590
1357	3077	2588
1358	3079	2585
1359	3082	2583
1360	3084	2581
1361	3087	2579
1362	3089	2577
1363	3092	2575
1364	3094	2573
1365	3096	2570
1366	3099	2568
1367	3101	2566
1368	3104	2564
1369	3106	2562
1370	3109	2560
1371	3112	2558
1372	3114	2556
1373	3116	2553
1374	3119	2552
1375	3121	2550
1376	3124	2547
1377	3126	2545
1378	3128	2543
1379	3130	2540
1380	3132	2538
1381	3134	2535
1382	3137	2533
1383	3139	2531
1384	3141	2529
1385	3143	2526
1386	3145	2523
1387	3147	2521
1388	3149	2519
1389	3151	2516
1390	3154	2514
1391	3156	2512
1392	3158	2509
1393	3160	2507
1394	3161	2504
1395	3163	2502
1396	3166	2500
1397	3169	2498
1398	3171	2496
1399	3173	2493
1400	3176	2491
1401	3178	2488
1402	3180	2486
1403	3183	2484
1404	3185	2482
1405	3187	2480
1406	3189	2477
1407	3191	2475
1408	3193	2472
1409	3195	2470
1410	3197	2467
1411	3199	2465
1412	3202	2463
1413	3204	2460
1414	3206	2458
1415	3208	2455
1416	3209	2453
1417	3211	2450
1418	3214	2448
1419	3216	2446
1420	3219	2444
1421	3221	2442
1422	3223	2439
1423	3225	2437
1424	3230	2436
1425	3233	2435
1426	3235	2432
1427	3238	2430
1428	3240	2428
1429	3242	2426
1430	3245	2424
1431	3247	2422
1432	3250	2419
1433	3252	2417
1434	3254	2415
1435	3256	2413
1436	3258	2410
1437	3261	2408
1438	3263	2406
1439	3266	2404
1440	3269	2402
1441	3271	2400
1442	3273	2398
1443	3276	2396
1444	3279	2394
1445	3282	2392
1446	3284	2390
1447	3287	2388
1448	3289	2386
1449	3292	2384
1450	3295	2382
1451	3297	2380
1452	3300	2378
1453	3302	2375
1454	3304	2373
1455	3306	2370
1456	3309	2368
1457	3311	2366
1458	3314	2365
1459	3317	2362
1460	3319	2360
1461	3321	2358
1462	3323	2355
1463	3326	2353
1464	3329	2351
1465	3331	2349
1466	3332	2346
1467	3334	2344
1468	3336	2341
1469	3339	2339
1470	3341	2337
1471	3344	2335
1472	3346	2333
1473	3348	2330
1474	3350	2328
1475	3352	2325
1476	3354	2323
1477	3357	2321
1478	3359	2319
1479	3361	2317
1480	3363	2314
1481	3366	2312
1482	3368	2309
1483	3370	2307
1484	3373	2305
1485	3375	2303
1486	3377	2301
1487	3379	2298
1488	3381	2296
1489	3383	2293
1490	3386	2291
1491	3389	2289
1492	3395	2290
1493	3397	2287
1494	3399	2285
1495	3401	2282
1496	3404	2280
1497	3406	2278
1498	3409	2276
1499	3411	2274
1500	3413	2271
1501	3415	2269
1502	3417	2267
1503	3420	2265
1504	3423	2263
1505	3426	2261
1506	3428	2258
1507	3430	2256
1508	3431	2253
1509	3434	2251
1510	3436	2249
1511	3438	2246
1512	3440	2244
1513	3442	2242
1514	3444	2239
1515	3447	2237
1516	3449	2235
1517	3451	2233
1518	3454	2231
1519	3457	2229
1520	3459	2226
1521	3461	2224
1522	3463	2221
1523	3465	2219
1524	3468	2217
1525	3470	2215
1526	3472	2212
1527	3474	2210
1528	3476	2207
1529	3478	2205
1530	3480	2202
1531	3482	2200
1532	3485	2198
1533	3487	2195
1534	3489	2193
1535	3490	2190
1536	3492	2188
1537	3494	2185
1538	3496	2183
1539	3499	2181
1540	3501	2179
1541	3504	2177
1542	3506	2174
1543	3508	2172
1544	3510	2169
1545	3512	2167
1546	3515	2165
1547	3517	2163
1548	3519	2160
1549	3521	2158
1550	3523	2155
1551	3525	2153
1552	3527	2150
1553	3529	2148
1554	3532	2146
1555	3534	2144
1556	3537	2142
1557	3538	2139
1558	3540	2137
1559	3542	2134
1560	3544	2132
1561	3547	2130
1562	3549	2128
1563	3551	2125
1564	3553	2123
1565	3555	2120
1566	3557	2118
1567	3559	2115
1568	3562	2113
1569	3565	2111
1570	3567	2109
1571	3570	2107
1572	3572	2105
1573	3574	2102
1574	3576	2100
1575	3578	2098
1576	3581	2096
1577	3583	2093
1578	3586	2091
1579	3588	2089
1580	3590	2086
1581	3592	2084
1582	3595	2082
1583	3597	2080
1584	3599	2078
1585	3602	2075
1586	3604	2073
1587	3606	2070
1588	3608	2068
1589	3611	2066
1590	3614	2064
1591	3616	2062
1592	3618	2060
1593	3620	2058
1594	3622	2055
1595	3625	2053
1596	3627	2051
1597	3629	2048
1598	3631	2046
1599	3633	2043
1600	3635	2041
1601	3637	2038
1602	3639	2036
1603	3642	2034
1604	3644	2032
1605	3646	2029
1606	3647	2027
1607	3649	2024
1608	3651	2022
1609	3653	2019
1610	3655	2017
1611	3658	2015
1612	3660	2012
1613	3662	2010
1614	3663	2007
1615	3665	2005
1616	3667	2002
1617	3669	2000
1618	3671	1998
1619	3674	1995
1620	3676	1993
1621	3678	1991
1622	3680	1988
1623	3682	1986
1624	3684	1983
1625	3685	1981
1626	3688	1979
1627	3691	1977
1628	3693	1974
1629	3695	1972
1630	3697	1970
1631	3700	1967
1632	3702	1965
1633	3704	1963
1634	3707	1961
1635	3710	1959
1636	3712	1957
1637	3714	1954
1638	3716	1952
1639	3719	1950
1640	3721	1948
1641	3724	1945
1642	3726	1943
1643	3728	1941
1644	3730	1939
1645	3732	1936
1646	3734	1934
1647	3737	1932
1648	3739	1930
1649	3742	1927
1650	3744	1925
1651	3746	1923
1652	3748	1920
1653	3750	1918
1654	3753	1916
1655	3756	1914
1656	3758	1912
1657	3760	1909
1658	3762	1907
1659	3765	1905
1660	3767	1903
1661	3770	1901
1662	3773	1899
1663	3775	1896
1664	3777	1894
1665	3779	1891
1666	3781	1889
1667	3783	1887
1668	3786	1885
1669	3788	1882
1670	3790	1880
1671	3792	1877
1672	3794	1875
1673	3796	1873
1674	3798	1870
1675	3800	1868
1676	3803	1866
1677	3806	1864
1678	3808	1862
1679	3810	1859
1680	3811	1857
1681	3813	1854
1682	3816	1852
1683	3819	1850
1684	3821	1848
1685	3823	1846
1686	3825	1843
1687	3827	1841
1688	3829	1838
1689	3831	1836
1690	3834	1834
1691	3836	1832
