iter	RMSE
144	9009.091262
145	8993.42994
146	8988.493327
147	8981.630047
148	8970.04151
149	8961.669325
150	8952.888771
151	8945.823098
152	8939.320299
153	8928.363027
154	8912.025673
155	8905.867606
156	8898.607838
157	8889.981319
158	8876.960808
159	8864.260361
160	8855.798493
161	8847.258086
162	8834.277036
163	8825.884981
164	8813.553554
165	8806.227099
166	8790.608292
167	8783.446279
168	8769.095259
169	8759.138872
170	8746.63377
171	8738.157649
172	8731.566648
173	8722.375311
174	8714.962303
175	8692.85735
176	8684.974236
177	8675.317522
178	8670.022824
179	8658.090758
180	8649.830407
181	8640.198691
182	8623.767266
183	8613.776072
184	8599.66294
185	8583.459088
186	8573.663436
187	8562.51432
188	8556.626467
189	8550.672064
190	8539.933012
191	8531.783501
192	8523.352738
193	8513.823847
194	8510.209759
195	8505.337073
196	8495.19579
197	8492.475415
198	8484.973629
199	8471.107106
200	8465.167647
201	8436.850677
202	8433.17583
203	8423.453382
204	8417.076204
205	8415.907216
206	8410.69394
207	8404.27851
208	8400.420639
209	8393.741874
210	8388.379797
211	8381.991556
212	8376.345875
213	8351.1524
214	8343.585903
215	8335.623544
216	8327.776099
217	8321.277699
218	8315.281164
219	8311.633274
220	8293.88281
221	8281.445538
222	8273.325162
223	8268.067719
224	8260.735371
225	8250.941572
226	8240.644998
227	8236.924358
228	8235.013877
229	8219.506136
230	8210.516273
231	8206.672594
232	8199.303012
233	8189.653227
234	8182.917184
235	8173.736279
236	8165.055511
237	8159.497152
238	8154.378833
239	8147.914358
240	8142.43315
241	8136.163237
242	8131.208133
243	8127.720091
244	8117.934744
245	8102.426591
246	8096.227011
247	8088.287935
248	8083.552656
249	8078.2018
250	8071.507912
251	8065.096538
252	8057.72717
253	8049.832481
254	8041.27966
255	8030.647973
256	8020.540858
257	8012.500571
258	8008.977488
259	8000.455416
260	7993.609871
261	7985.374388
262	7973.888705
263	7963.745001
264	7954.135038
265	7946.56654
266	7943.033658
267	7937.867582
268	7935.004885
269	7932.004366
270	7925.575235
271	7919.946522
272	7915.667848
273	7906.741807
274	7902.214688
275	7898.456157
276	7892.506907
277	7889.584973
278	7885.230026
279	7883.047788
280	7881.302254
281	7877.23266
282	7866.756197
283	7860.663359
284	7852.767334
285	7849.387163
286	7841.268598
287	7835.551658
288	7832.811281
289	7828.902166
290	7826.497695
291	7816.626048
292	7814.14855
293	7808.723046
294	7802.678722
295	7799.067927
296	7795.988778
297	7788.717387
298	7782.013077
299	7773.380191
300	7770.842599
301	7764.953305
302	7757.812082
303	7752.888124
304	7747.945976
305	7741.872792
306	7737.689616
307	7733.077485
308	7719.839188
309	7712.426977
310	7706.180307
311	7701.501353
312	7695.708592
313	7691.54582
314	7689.502364
315	7684.469466
316	7672.861402
317	7669.993864
318	7664.096647
319	7661.553828
320	7655.594436
321	7650.7839
322	7645.229357
323	7634.187501
324	7628.902153
325	7626.24745
326	7621.803795
327	7616.711005
328	7610.067213
329	7607.353382
330	7601.331108
331	7592.210529
332	7584.432946
333	7579.654843
334	7576.667558
335	7568.705539
336	7564.47444
337	7561.586908
338	7557.385423
339	7553.369546
340	7547.698913
341	7543.560225
342	7536.326804
343	7526.706714
344	7521.263679
345	7515.671152
346	7510.365882
347	7506.351725
348	7496.643259
349	7488.617363
350	7484.60083
351	7475.17013
352	7469.547953
353	7463.52315
354	7456.704512
355	7452.688191
356	7447.833602
357	7439.786864
358	7435.004079
359	7428.724514
360	7426.565111
361	7422.125756
362	7419.219121
363	7414.794128
364	7407.115414
365	7392.28968
366	7387.237414
367	7374.657812
368	7369.418283
369	7364.73109
370	7361.394489
371	7356.837577
372	7353.22793
373	7350.473773
374	7347.893133
375	7345.487611
376	7338.859564
377	7335.02641
378	7332.393051
379	7327.089317
380	7320.12063
381	7317.297344
382	7313.933905
383	7308.639891
384	7304.077229
385	7300.802716
386	7298.65516
387	7296.809379
388	7294.616896
389	7282.603481
390	7278.38464
391	7276.048326
392	7273.129644
393	7267.587546
394	7260.857781
395	7252.074614
396	7245.865393
397	7244.258898
398	7242.39688
399	7234.27692
400	7232.010163
401	7216.781053
402	7212.54758
403	7209.741832
404	7205.239813
405	7203.295329
406	7198.264275
407	7196.446418
408	7192.236755
409	7187.343686
410	7182.100903
411	7176.462551
412	7174.060133
413	7168.619026
414	7164.303957
415	7159.403371
416	7154.669536
417	7142.323883
418	7135.967963
419	7131.797323
420	7124.101289
421	7119.782055
422	7107.787995
423	7101.342546
424	7098.327109
425	7096.451704
426	7093.058694
427	7089.803844
428	7086.337336
429	7078.579688
430	7071.459573
431	7069.472069
432	7066.571352
433	7062.410096
434	7060.411583
435	7054.178217
436	7049.790987
437	7047.964487
438	7042.645534
439	7040.783193
440	7036.348014
441	7035.102372
442	7032.073725
443	7028.382389
444	7025.994694
445	7022.894812
446	7018.41382
447	7015.151267
448	7008.680383
449	7003.422536
450	7001.403945
451	6998.124706
452	6995.97844
453	6993.564309
454	6990.285462
455	6987.053697
456	6985.272247
457	6983.663319
458	6977.812942
459	6968.532324
460	6967.552247
461	6958.384121
462	6953.885723
463	6951.480814
464	6949.387028
465	6943.633326
466	6941.260549
467	6936.387588
468	6934.096914
469	6931.778926
470	6930.146375
471	6927.815842
472	6926.225019
473	6924.617161
474	6923.230701
475	6916.489417
476	6913.582841
477	6909.80061
478	6907.191772
479	6905.255148
480	6903.743152
481	6902.419848
482	6900.920662
483	6895.435298
484	6894.208624
485	6890.716436
486	6883.550519
487	6881.048007
488	6872.724173
489	6870.03975
490	6867.241436
491	6865.94571
492	6863.161281
493	6858.096796
494	6856.283008
495	6854.64779
496	6846.648467
497	6844.869524
498	6842.702003
499	6837.00152
500	6832.717097
501	6830.974566
502	6829.193946
503	6826.333323
504	6823.362019
505	6821.891375
506	6819.092999
507	6817.653716
508	6815.204697
509	6808.200667
510	6807.046895
511	6805.079152
512	6803.820643
513	6795.246093
514	6791.366812
515	6784.042605
516	6782.408617
517	6781.283409
518	6778.796208
519	6777.192617
520	6775.608726
521	6772.531909
522	6768.147917
523	6762.888861
524	6761.545338
525	6759.481295
526	6758.396448
527	6752.865385
528	6751.866035
529	6750.380401
530	6749.138087
531	6748.094328
532	6738.240599
533	6732.907058
534	6731.393412
535	6730.211845
536	6721.961756
537	6720.7315
538	6719.446735
539	6716.284939
540	6713.520669
541	6704.056412
542	6702.915945
543	6700.626574
544	6692.745517
545	6684.93145
546	6676.970779
547	6669.113656
548	6667.821256
549	6664.416892
550	6661.736862
551	6660.553393
552	6659.090071
553	6651.597325
554	6650.644456
555	6649.586976
556	6648.456356
557	6646.46657
558	6643.287897
559	6641.011877
560	6634.797182
561	6628.794194
562	6625.369917
563	6622.581003
564	6618.896233
565	6611.362822
566	6610.262775
567	6608.481034
568	6604.743247
569	6602.912595
570	6601.148567
571	6596.532579
572	6589.150307
573	6585.758383
574	6584.569059
575	6583.239874
576	6580.106427
577	6579.227955
578	6575.547656
579	6572.188694
580	6558.061131
581	6551.750936
582	6550.401541
583	6548.051724
584	6537.507037
585	6535.832454
586	6534.981305
587	6533.051944
588	6530.515974
589	6526.805955
590	6525.777345
591	6524.081871
592	6520.58389
593	6510.588102
594	6508.30122
595	6505.561706
596	6504.734732
597	6503.100466
598	6501.232886
599	6498.157968
600	6497.34471
601	6490.163979
602	6488.45878
603	6487.484765
604	6484.313943
605	6482.325054
606	6478.630898
607	6474.97945
608	6470.645187
609	6467.665852
610	6465.677777
611	6462.613136
612	6456.75952
613	6455.633942
614	6450.67147
615	6449.905634
616	6448.70173
617	6444.591228
618	6441.443314
619	6435.413067
620	6434.658905
621	6429.994935
622	6420.64182
623	6418.787225
624	6412.509355
625	6405.649313
626	6401.422046
627	6397.014943
628	6395.646585
629	6392.647858
630	6391.815311
631	6388.993197
632	6386.829423
633	6384.092905
634	6380.638001
635	6379.779337
636	6374.40728
637	6372.086961
638	6368.486974
639	6364.865892
640	6363.168724
641	6358.025663
642	6352.989166
643	6350.200577
644	6347.704769
645	6345.037714
646	6339.794169
647	6336.219425
648	6334.31174
649	6324.315856
650	6319.690961
651	6318.726665
652	6316.453634
653	6314.26098
654	6313.429828
655	6309.846496
656	6308.456187
657	6305.669209
658	6304.835046
659	6303.799412
660	6300.337491
661	6296.854712
662	6293.682694
663	6291.320692
664	6287.034242
665	6281.94137
666	6275.93695
667	6272.956018
668	6268.097517
669	6265.680513
670	6263.390049
671	6261.050327
672	6251.65523
673	6249.049754
674	6241.994807
675	6233.843603
676	6228.423835
677	6225.298254
678	6223.792335
679	6222.75178
680	6216.506214
681	6212.76514
682	6209.847711
683	6207.993997
684	6201.225641
685	6198.630861
686	6193.426241
687	6191.620165
688	6190.546794
689	6187.036373
690	6182.486833
691	6180.968123
692	6178.835611
693	6178.068162
694	6176.797551
695	6171.060654
696	6168.012686
697	6163.119934
698	6160.572478
699	6159.101732
700	6156.744854
701	6155.030795
702	6149.063546
703	6145.953331
704	6143.704335
705	6142.999241
706	6141.172989
707	6138.786877
708	6137.07131
709	6135.515318
710	6133.148873
711	6132.229524
712	6131.320233
713	6126.949212
714	6124.339505
715	6122.13648
716	6120.210944
717	6111.557188
718	6108.317551
719	6100.002554
720	6094.229293
721	6092.744878
722	6092.153854
723	6086.196026
724	6082.081158
725	6076.88614
726	6076.19227
727	6073.874936
728	6070.999335
729	6069.419737
730	6061.379306
731	6057.010555
732	6055.885696
733	6055.280208
734	6052.845184
735	6052.181352
736	6051.291072
737	6048.574186
738	6046.321275
739	6044.129626
740	6036.395514
741	6034.065924
742	6029.14791
743	6025.513982
744	6024.864084
745	6019.754261
746	6018.631769
747	6012.536003
748	6007.104503
749	6006.026628
750	6004.293719
751	6002.879818
752	6001.486194
753	5999.138135
754	5997.519452
755	5995.171535
756	5994.619272
757	5991.636199
758	5990.113289
759	5987.444306
760	5985.213735
761	5980.624931
762	5976.312067
763	5969.044594
764	5964.960489
765	5963.228911
766	5960.875293
767	5958.760591
768	5954.898898
769	5948.941288
770	5945.921938
771	5940.373557
772	5938.276029
773	5935.295477
774	5932.821527
775	5925.574098
776	5924.724183
777	5923.040433
778	5922.313919
779	5918.425809
780	5916.446436
781	5912.651185
782	5912.117087
783	5908.809327
784	5905.158299
785	5903.125043
786	5902.637597
787	5901.050743
788	5900.539699
789	5899.740989
790	5894.431709
791	5893.96391
792	5891.30083
793	5889.271466
794	5887.255801
795	5883.321662
796	5881.320997
797	5876.717361
798	5873.311383
799	5869.631294
800	5866.027364
801	5862.497673
802	5859.040361
803	5858.174862
804	5855.25143
805	5851.90989
806	5851.239805
807	5848.384573
808	5845.637453
809	5841.700947
810	5835.464223
811	5832.096029
812	5827.365004
813	5821.71309
814	5819.805889
815	5819.358799
816	5818.160339
817	5816.608297
818	5814.881009
819	5813.411572
820	5808.415503
821	5807.064155
822	5803.82787
823	5800.652945
824	5796.569032
825	5792.969688
826	5792.471743
827	5792.005172
828	5789.167473
829	5788.709051
830	5785.759837
831	5782.408787
832	5779.110727
833	5776.67467
834	5770.451392
835	5769.021051
836	5762.418969
837	5761.800214
838	5759.695409
839	5757.490961
840	5754.530213
841	5748.06421
842	5746.606057
843	5745.069728
844	5743.221224
845	5740.016965
846	5738.556688
847	5735.950393
848	5734.156707
849	5732.980855
850	5728.031167
851	5726.645392
852	5723.812108
853	5717.565489
854	5714.871285
855	5712.21959
856	5708.179933
857	5705.283534
858	5703.549828
859	5701.434834
860	5697.900082
861	5695.967928
862	5693.383021
863	5689.186556
864	5685.2277
865	5682.844178
866	5679.190029
867	5677.341966
868	5674.731821
869	5671.557225
870	5669.465739
871	5669.034132
872	5668.298534
873	5665.60981
874	5662.060252
875	5659.402285
876	5653.402415
877	5651.725782
878	5648.203063
879	5645.499528
880	5643.667672
881	5640.879566
882	5638.721346
883	5634.125943
884	5631.627605
885	5625.802412
886	5624.374362
887	5619.756393
888	5617.234796
889	5615.797203
890	5613.066913
891	5611.103068
892	5608.146201
893	5606.543232
894	5602.109559
895	5600.922475
896	5598.491123
897	5593.60603
898	5591.735424
899	5591.322605
900	5586.260559
901	5582.313892
902	5578.339406
903	5576.88468
904	5576.298534
905	5574.6893
906	5573.320376
907	5569.980925
908	5568.472101
909	5567.822474
910	5564.670743
911	5562.211432
912	5556.661088
913	5553.612889
914	5551.87282
915	5548.575716
916	5543.434925
917	5537.488191
918	5535.929536
919	5531.354963
920	5526.027859
921	5525.337286
922	5522.507584
923	5520.962464
924	5518.327922
925	5515.699991
926	5514.651179
927	5513.833344
928	5512.052669
929	5509.45299
930	5507.700535
931	5505.20592
932	5503.965351
933	5502.931592
934	5500.108724
935	5496.812187
936	5493.467435
937	5488.405732
938	5488.009792
939	5486.893171
940	5482.660201
941	5478.881632
942	5476.006867
943	5474.371469
944	5471.769545
945	5467.533209
946	5466.932793
947	5464.512766
948	5460.920953
949	5458.070623
950	5455.894888
951	5453.417853
952	5449.555094
953	5445.455123
954	5441.553286
955	5440.152289
956	5435.988485
957	5434.991561
958	5429.614577
959	5426.738047
960	5422.144393
961	5419.674028
962	5416.650252
963	5414.031175
964	5411.752347
965	5406.520905
966	5405.295929
967	5403.544269
968	5401.098235
969	5398.688881
970	5394.084577
971	5393.674852
972	5392.857499
973	5391.384937
974	5389.255879
975	5388.312821
976	5387.314729
977	5384.916407
978	5384.295768
979	5380.470395
980	5376.750053
981	5374.1016
982	5372.517856
983	5370.146264
984	5365.219091
985	5363.697877
986	5358.81125
987	5356.330573
988	5354.300648
989	5352.072897
990	5347.259744
991	5344.808519
992	5344.374024
993	5340.326967
994	5338.859292
995	5336.395449
996	5332.199201
997	5330.013467
998	5328.532587
999	5324.428056
1000	5323.555185
1001	5318.685292
1002	5317.317876
1003	5316.406993
1004	5314.361101
1005	5311.798081
1006	5310.799414
1007	5306.836855
1008	5305.568475
1009	5304.250353
1010	5301.925429
1011	5301.029916
1012	5298.452693
1013	5293.511424
1014	5291.853449
1015	5289.323175
1016	5288.490469
1017	5287.657623
1018	5284.817315
1019	5280.929144
1020	5279.19299
1021	5278.471581
1022	5277.618756
1023	5276.771953
1024	5273.258608
1025	5272.366158
1026	5271.981793
1027	5271.176001
1028	5267.774338
1029	5265.937292
1030	5263.215753
1031	5260.141389
1032	5258.459336
1033	5256.219462
1034	5254.997304
1035	5253.517399
1036	5249.398211
1037	5248.222444
1038	5247.292326
1039	5244.482802
1040	5240.408022
1041	5237.557113
1042	5236.643548
1043	5234.936412
1044	5232.803017
1045	5229.052428
1046	5224.403322
1047	5221.199915
1048	5217.340725
1049	5215.209508
1050	5214.153572
1051	5213.057711
1052	5212.309976
1053	5208.989067
1054	5207.48354
1055	5205.295836
1056	5204.48983
1057	5202.160597
1058	5201.035052
1059	5196.881012
1060	5196.31723
1061	5192.002688
1062	5188.700275
1063	5187.245617
1064	5185.350068
1065	5182.986097
1066	5181.071943
1067	5176.62924
1068	5172.589559
1069	5171.142345
1070	5169.339021
1071	5167.011982
1072	5163.900183
1073	5162.43842
1074	5159.527281
1075	5158.652689
1076	5152.939855
1077	5150.037454
1078	5146.421808
1079	5142.035826
1080	5140.152796
1081	5134.667165
1082	5132.897662
1083	5129.771211
1084	5126.693702
1085	5125.200786
1086	5122.868688
1087	5121.039057
1088	5118.653262
1089	5115.212821
1090	5110.997956
1091	5106.545455
1092	5104.959086
1093	5102.810654
1094	5098.415707
1095	5095.992505
1096	5093.869826
1097	5092.150862
1098	5091.628824
1099	5090.281208
1100	5087.249937
1101	5084.126473
1102	5082.434237
1103	5080.857399
1104	5077.738504
1105	5076.902193
1106	5073.964406
1107	5072.563842
1108	5069.600442
1109	5067.450519
1110	5064.791324
1111	5062.521934
1112	5060.573059
1113	5059.512269
1114	5058.096504
1115	5056.254355
1116	5052.709904
1117	5050.728179
1118	5048.871788
1119	5045.024227
1120	5042.912693
1121	5042.427853
1122	5041.086651
1123	5037.779664
1124	5037.19356
1125	5036.735877
1126	5034.217514
1127	5033.48975
1128	5029.781173
1129	5027.549382
1130	5023.309953
1131	5021.441078
1132	5020.821695
1133	5018.954425
1134	5017.045958
1135	5015.205036
1136	5013.490319
1137	5011.369115
1138	5008.968904
1139	5008.204919
1140	5003.901665
1141	5000.858418
1142	4999.61519
1143	4996.106924
1144	4991.622935
1145	4989.377954
1146	4989.008556
1147	4985.459052
1148	4983.162592
1149	4981.593051
1150	4979.158806
1151	4977.844285
1152	4975.18323
1153	4972.383888
1154	4971.514024
1155	4969.895664
1156	4967.539898
1157	4966.537193
1158	4964.33654
1159	4962.400333
1160	4960.928503
1161	4959.305858
1162	4957.356777
1163	4956.075578
1164	4952.884352
1165	4950.870012
1166	4947.653035
1167	4945.423401
1168	4943.81983
1169	4942.495702
1170	4940.798609
1171	4936.487276
1172	4935.087914
1173	4932.145605
1174	4930.921257
1175	4929.400448
1176	4925.85627
1177	4923.611644
1178	4922.462907
1179	4919.557588
1180	4918.118263
1181	4916.114308
1182	4914.820875
1183	4911.732968
1184	4910.178355
1185	4908.062476
1186	4904.71947
1187	4903.899476
1188	4901.297554
1189	4899.168018
1190	4897.009952
1191	4893.010943
1192	4891.527446
1193	4890.097264
1194	4888.972799
1195	4884.497707
1196	4880.604502
1197	4879.134869
1198	4876.751496
1199	4875.146492
1200	4871.505247
1201	4868.761457
1202	4866.317874
1203	4864.324751
1204	4860.244021
1205	4859.252834
1206	4856.019293
1207	4852.703452
1208	4849.80419
1209	4848.758452
1210	4846.960749
1211	4843.793379
1212	4842.638696
1213	4841.21238
1214	4839.464707
1215	4837.592282
1216	4836.359288
1217	4835.091066
1218	4834.282565
1219	4832.307977
1220	4830.36447
1221	4827.812124
1222	4824.356122
1223	4823.230688
1224	4820.612943
1225	4819.626181
1226	4816.785473
1227	4815.292515
1228	4814.120251
1229	4811.109843
1230	4809.876372
1231	4807.895449
1232	4804.192498
1233	4799.46945
1234	4795.874975
1235	4794.72912
1236	4793.033806
1237	4791.789414
1238	4788.832944
1239	4786.397991
1240	4784.029239
1241	4779.762941
1242	4777.708562
1243	4775.329763
1244	4772.042235
1245	4769.108734
1246	4767.249543
1247	4765.749689
1248	4765.152219
1249	4763.791003
1250	4761.414872
1251	4760.891496
1252	4759.586359
1253	4757.991785
1254	4755.555576
1255	4752.551345
1256	4750.50829
1257	4748.321927
1258	4747.011309
1259	4745.390378
1260	4744.230909
1261	4741.039243
1262	4738.381287
1263	4736.800128
1264	4735.375862
1265	4732.777444
1266	4730.612637
1267	4726.198512
1268	4722.503462
1269	4721.238841
1270	4720.591754
1271	4719.540351
1272	4718.352013
1273	4715.479027
1274	4713.317204
1275	4710.501214
1276	4708.955457
1277	4707.590986
1278	4703.842124
1279	4702.005992
1280	4698.974585
1281	4696.201068
1282	4694.412905
1283	4692.37997
1284	4688.759867
1285	4687.428287
1286	4685.328661
1287	4681.885063
1288	4678.913813
1289	4676.856071
1290	4674.322728
1291	4673.066445
1292	4671.154788
1293	4669.422889
1294	4667.132866
1295	4664.253229
1296	4663.574336
1297	4660.267745
1298	4657.840208
1299	4655.615
1300	4653.706436
1301	4652.366286
1302	4649.565691
1303	4648.325234
1304	4646.594471
1305	4645.827649
1306	4643.416228
1307	4642.751279
1308	4641.754961
1309	4639.14585
1310	4636.243586
1311	4633.624568
1312	4632.334467
1313	4628.610148
1314	4626.828547
1315	4625.532269
1316	4622.203198
1317	4620.770414
1318	4618.640507
1319	4617.042566
1320	4614.267669
1321	4612.494016
1322	4609.91243
1323	4608.624531
1324	4607.419883
1325	4606.076828
1326	4605.036773
1327	4602.272431
1328	4599.744869
1329	4598.826968
1330	4595.375391
1331	4593.54235
1332	4591.808235
1333	4590.278136
1334	4587.980744
1335	4586.737076
1336	4585.509775
1337	4583.956969
1338	4581.830442
1339	4580.181738
1340	4579.02227
1341	4578.650005
1342	4576.837996
1343	4575.951833
1344	4574.752106
1345	4572.138478
1346	4569.198545
1347	4567.126337
1348	4565.525211
1349	4563.323481
1350	4562.487242
1351	4561.260645
1352	4559.64897
1353	4557.614227
1354	4556.53086
1355	4555.208255
1356	4553.626528
1357	4552.960859
1358	4549.12954
1359	4547.483285
1360	4546.285758
1361	4544.638826
1362	4543.520265
1363	4540.070345
1364	4539.54999
1365	4537.866335
1366	4536.237811
1367	4535.066619
1368	4532.977979
1369	4530.698524
1370	4528.294747
1371	4527.152174
1372	4524.679508
1373	4522.156939
1374	4519.995828
1375	4518.405872
1376	4516.875256
1377	4516.08072
1378	4514.803961
1379	4513.808754
1380	4512.16282
1381	4509.800799
1382	4507.590922
1383	4506.749368
1384	4504.473254
1385	4501.523244
1386	4500.340846
1387	4498.617482
1388	4496.992812
1389	4493.898886
1390	4492.597078
1391	4491.401399
1392	4489.565074
1393	4487.43249
1394	4485.825187
1395	4482.505995
1396	4480.81501
1397	4478.54606
1398	4476.989639
1399	4474.582973
1400	4473.029876
1401	4471.372299
1402	4470.430391
1403	4469.28453
1404	4467.720045
1405	4466.514695
1406	4465.54214
1407	4463.881152
1408	4461.32333
1409	4457.84931
1410	4456.368875
1411	4454.656305
1412	4451.433906
1413	4449.14996
1414	4446.161996
1415	4444.456322
1416	4441.429543
1417	4439.249384
1418	4437.766345
1419	4436.062005
1420	4434.81998
1421	4433.270225
1422	4430.827215
1423	4429.0906
1424	4426.703862
1425	4425.042722
1426	4422.432297
1427	4420.780401
1428	4418.580178
1429	4415.891891
1430	4415.202171
1431	4413.671523
1432	4412.357194
1433	4411.486771
1434	4409.406863
1435	4406.674378
1436	4405.239898
1437	4403.566278
1438	4402.871537
1439	4401.20392
1440	4400.6964
1441	4399.579986
1442	4397.926456
1443	4395.855916
1444	4393.833536
1445	4392.624304
1446	4391.510276
1447	4390.333767
1448	4387.619411
1449	4386.436987
1450	4382.471501
1451	4381.515486
1452	4377.658185
1453	4376.34745
1454	4374.322782
1455	4372.956757
1456	4371.436015
1457	4369.833009
1458	4366.958985
1459	4364.414597
1460	4363.31915
1461	4362.550817
1462	4361.393291
1463	4359.737995
1464	4357.759284
1465	4355.941053
1466	4354.494439
1467	4353.480402
1468	4352.315951
1469	4349.678629
1470	4348.122792
1471	4346.993186
1472	4343.289652
1473	4341.267407
1474	4339.728617
1475	4338.13941
1476	4337.53733
1477	4335.507743
1478	4334.554194
1479	4333.2714
1480	4330.86942
1481	4328.70768
1482	4326.7876
1483	4324.294923
1484	4321.968509
1485	4319.948438
1486	4318.90188
1487	4316.358422
1488	4314.695928
1489	4313.162686
1490	4309.746579
1491	4308.630013
1492	4306.68848
1493	4304.738183
1494	4301.714645
1495	4300.575432
1496	4296.973311
1497	4294.332908
1498	4292.092887
1499	4291.161568
1500	4290.243543
1501	4288.853043
1502	4287.820238
1503	4286.290341
1504	4285.053908
1505	4284.100167
1506	4283.197447
1507	4281.819157
1508	4279.850139
1509	4278.620688
1510	4277.553785
1511	4272.948117
1512	4271.906134
1513	4270.035045
1514	4269.107618
1515	4266.038001
1516	4264.748502
1517	4263.498125
1518	4262.623117
1519	4259.821582
1520	4258.558032
1521	4257.483543
1522	4255.856269
1523	4253.585279
1524	4250.839039
1525	4249.480898
1526	4245.837564
1527	4243.888776
1528	4242.255431
1529	4240.374567
1530	4239.33563
1531	4236.96783
1532	4236.069845
1533	4234.893128
1534	4233.396145
1535	4232.364209
1536	4231.121388
1537	4229.617948
1538	4228.686201
1539	4227.394576
1540	4226.360196
1541	4225.174163
1542	4223.809388
1543	4221.148655
1544	4219.690268
1545	4218.82085
1546	4217.349168
1547	4215.431349
1548	4212.582801
1549	4210.279595
1550	4209.626534
1551	4207.631415
1552	4205.877974
1553	4202.583568
1554	4201.183455
1555	4199.323667
1556	4197.178661
1557	4197.024418
1558	4196.291499
1559	4193.76713
1560	4192.360636
1561	4191.263597
1562	4189.786485
1563	4187.819698
1564	4186.441889
1565	4184.2727
1566	4183.250695
1567	4181.966501
1568	4179.49931
1569	4176.952345
1570	4174.647405
1571	4172.813584
1572	4171.638832
1573	4169.832479
1574	4168.885773
1575	4166.272605
1576	4164.883382
1577	4163.858121
1578	4162.842475
1579	4161.163481
1580	4159.388037
1581	4158.057972
1582	4156.65916
1583	4156.114208
1584	4155.142733
1585	4153.25328
1586	4149.013142
1587	4146.510557
1588	4146.01498
1589	4144.598671
1590	4143.818064
1591	4142.836257
1592	4141.315003
1593	4140.09066
1594	4138.090392
1595	4137.073501
1596	4135.874509
1597	4133.756107
1598	4132.641191
1599	4129.723637
1600	4128.931038
1601	4127.858629
1602	4127.084717
1603	4125.549092
1604	4123.875019
1605	4122.430524
1606	4120.963192
1607	4119.383973
1608	4116.891123
1609	4114.249419
1610	4112.927943
1611	4112.633488
1612	4110.980747
1613	4110.324304
1614	4109.58081
1615	4107.84835
1616	4106.770494
1617	4104.799624
1618	4103.560882
1619	4103.080921
1620	4102.289205
1621	4101.526618
1622	4098.766399
1623	4098.055061
1624	4095.892522
1625	4095.338711
1626	4092.980285
1627	4091.166434
1628	4090.762084
1629	4090.398251
1630	4088.251632
1631	4087.263647
1632	4085.553724
1633	4083.433841
1634	4081.906635
1635	4080.271728
1636	4078.944317
1637	4078.009206
1638	4075.267958
1639	4074.564969
1640	4073.138863
1641	4072.453899
1642	4071.386313
1643	4068.958918
1644	4067.625211
1645	4066.633716
1646	4065.7329
1647	4064.377228
1648	4062.259806
1649	4061.038119
1650	4060.043947
1651	4057.492298
1652	4056.743757
1653	4056.127973
1654	4054.167556
1655	4053.119559
1656	4052.189361
1657	4051.65735
1658	4050.403431
1659	4049.573719
1660	4047.851066
1661	4046.483141
1662	4044.908027
1663	4042.701311
